annee,code,libelle,codspe,codniv,codec,cm,td,tp,tpe,cr
2025/2026,LSI4070," Soins Maternels, Santé Reproductive Et Pédiatrie ",SIN,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSI4080, Pratique Professionnelle Infirmière ,SIN,04,PROF,0.0,0.0,0.0,0.0,0.0
2025/2026,LSI4090, Soins Infirmiers Communautaires Et Psychiatriques,SIN,04,PROF,0.0,0.0,0.0,0.0,
2025/2026,LSI4100, Séminaires En Soins Infirmiers Professionnels,SIN,04,PROF,0.0,0.0,0.0,0.0,0.0
2025/2026,LSI4110, Projet De Recherche,SIN,04,PROF,0.0,0.0,0.0,0.0,1.0
2025/2026,MEC111,Engineering Mathematics I ,MEC,01,FUND,40.0,30.0,0.0,5.0,5.0
2025/2026,MEC112,Enginer in the Society ,MEC,01,FUND,40.0,15.0,0.0,5.0,4.0
2025/2026,MEC113,Mechanical manufacture ,MEC,01,PROF,40.0,20.0,12.0,3.0,5.0
2025/2026,MEC114,Materials and Applied Mechanics ,MEC,01,PROF,50.0,20.0,0.0,5.0,5.0
2025/2026,MEC115,Maintenance and automation ,MEC,01,PROF,40.0,10.0,20.0,5.0,5.0
2025/2026,MEC116,Analysis and design drawing ,MEC,01,PROF,25.0,15.0,0.0,5.0,3.0
2025/2026,MEC117,Bilingual training ,MEC,01,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,MEC121,"Engineering Mathematics II and Fluids
Mechanics ",MEC,01,FUND,30.0,25.0,0.0,5.0,4.0
2025/2026,MEC122,Workshop Supervisor management ,MEC,01,FUND,30.0,20.0,20.0,5.0,5.0
2025/2026,MEC123,Mechanical Analysis I ,MEC,01,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,MEC124,Computer Assisted Drawing (CAD) ,MEC,01,PROF,25.0,10.0,20.0,5.0,4.0
2025/2026,MEC125,Work Manufacturing Practice ,MEC,01,PROF,10.0,0.0,45.0,5.0,4.0
2025/2026,MEC126,"Computer aided Design
(SOLIDWORK) ",MEC,01,PROF,25.0,10.0,35.0,5.0,5.0
2025/2026,MEC127,"Computer for business I/ Civic and
Moral Education ",MEC,01,TRANS,30.0,15.0,0.0,0.0,3.0
2025/2026,MEC231,"Engineering Mathematics III, Legal
and Economic Environment ",MEC,02,FUND,40.0,30.0,0.0,5.0,5.0
2025/2026,MEC232,"Computer for Business I and
Computer programming ",MEC,02,FUND,20.0,25.0,10.0,5.0,4.0
2025/2026,MEC233,Mechanical Analysis II ,MEC,02,PROF,45.0,25.0,0.0,5.0,5.0
2025/2026,MEC234,Materials ,MEC,02,PROF,30.0,20.0,5.0,5.0,4.0
2025/2026,MEC235,Computer Aided Manufacturing ,MEC,02,PROF,25.0,10.0,50.0,5.0,6.0
2025/2026,MEC236,Applied Mechanics ,MEC,02,PROF,30.0,12.0,0.0,3.0,3.0
2025/2026,MEC237,"Environmental Engineering and
Enterpreneuriatship ",MEC,02,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,MEC241,Engineering Mathematics IV ,MEC,02,FUND,30.0,25.0,0.0,5.0,4.0
2025/2026,MEC242,Physics and chemistry ,MEC,02,FUND,25.0,20.0,25.0,5.0,5.0
2025/2026,MEC243,"Applied Mechanics and Strength of
material ",MEC,02,PROF,40.0,30.0,0.0,5.0,5.0
2025/2026,MEC244,Drawing and automation ,MEC,02,PROF,30.0,15.0,10.0,5.0,4.0
2025/2026,MEC245,Computer Aided Manufacturing ,MEC,02,PROF,30.0,12.0,0.0,3.0,3.0
2025/2026,MEC246,Academic Internship ,MEC,02,PROF,0.0,0.0,60.0,30.0,6.0
2025/2026,MEC247,"Industrial Safety/ Engineering
Management Law and Economics ",MEC,02,TRANS,25.0,15.0,0.0,5.0,3.0
2025/2026,MKA111,Mathématiques I,MKA,01,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,MKA112,TIC I,MKA,01,FOND,35.0,25.0,10.0,5.0,5.0
2025/2026,MKA113,Bases en Electronique,MKA,01,PROF,20.0,20.0,15.0,5.0,4.0
2025/2026,MKA114,Notions de Bases en Mécanique et Physique,MKA,01,PROF,55.0,25.0,5.0,5.0,6.0
2025/2026,MKA115,"Développement du Véhicule Automobile et
Organes de Châssis / Carrosserie",MKA,01,PROF,40.0,20.0,10.0,5.0,5.0
2025/2026,MKA116,"Structure et Fonctionnement du Groupe Moto
Propulseur (GMP)",MKA,01,PROF,20.0,10.0,10.0,5.0,3.0
2025/2026,MKA117,Formation bilingue,MKA,01,TRANS,22.0,20.0,0.0,3.0,3.0
2025/2026,MKA121,Mathématiques II,MKA,01,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,MKA122,Physique et Chimie I,MKA,01,FOND,35.0,20.0,15.0,5.0,5.0
2025/2026,MKA123,Informatique et Electronique Numérique,MKA,01,PROF,20.0,20.0,17.0,3.0,4.0
2025/2026,MKA124,"Construction et Notion de Base sur les Systèmes
Embarqués",MKA,01,PROF,35.0,20.0,30.0,5.0,6.0
2025/2026,MKA125,Notion de Base en CAO/DAO/CFAO,MKA,01,PROF,10.0,20.0,25.0,5.0,4.0
2025/2026,MKA126,Résistance des Matériaux,MKA,01,PROF,23.0,18.0,15.0,4.0,4.0
2025/2026,MKA127,Economie et Gestion des entreprises,MKA,01,TRANS,27.0,15.0,0.0,3.0,3.0
2025/2026,MKA231,Mathématiques III,MKA,02,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,MKA232,Physique et Chimie II,MKA,02,FOND,35.0,25.0,10.0,5.0,5.0
2025/2026,MKA233,Matériaux et Production,MKA,02,PROF,25.0,20.0,10.0,5.0,4.0
2025/2026,MKA234,Electrotechnique Appliquées et Métrologie,MKA,02,PROF,40.0,30.0,15.0,5.0,6.0
2025/2026,MKA235,Bases de la transmission Automobile,MKA,02,PROF,10.0,10.0,35.0,5.0,4.0
2025/2026,MKA236,Thermodynamique et Mécanique des Fluides,MKA,02,PROF,28.0,20.0,10.0,2.0,4.0
2025/2026,MKA237,Méthodologie de rédaction du RDS,MKA,02,TRANS,27.0,15.0,0.0,3.0,3.0
2025/2026,MKA241,Mathématiques IV,MKA,02,FOND,30.0,25.0,0.0,5.0,4.0
2025/2026,MKA242,Informatique II,MKA,02,FOND,20.0,10.0,40.0,5.0,5.0
2025/2026,MKA243,"Signaux, Système et Electronique Automobile",MKA,02,PROF,30.0,20.0,35.0,5.0,6.0
2025/2026,MKA244,"Technique de Microprocesseur, Algorithmique et
Structure de Données",MKA,02,PROF,15.0,10.0,20.0,0.0,3.0
2025/2026,MKA245,Service dans le cycle de l’Automobile,MKA,02,PROF,5.0,10.0,30.0,0.0,3.0
2025/2026,MKA246,Stage académique,MKA,02,PROF,0.0,0.0,60.0,30.0,6.0
2025/2026,MKA247,Comptabilité et Economie,MKA,02,TRANS,27.0,15.0,0.0,3.0,3.0
2025/2026,MLS111,"Cell Biology and histology - Anatomy
Physiology 1 -General Chemistry ",MLS,01,FUND,70.0,12.0,0.0,8.0,6.0
2025/2026,MLS112,"General Microbiology 1 - General
biochemistry ",MLS,01,FUND,32.0,8.0,0.0,5.0,3.0
2025/2026,MLS113,"Sociology and anthropology, Medical -
Medical Psychology - Ethics and Medical
Ethics",MLS,01,PROF,44.0,10.0,0.0,6.0,4.0
2025/2026,MLS114,Life-cycle - Nursing - First Aid ,MLS,01,PROF,42.0,8.0,6.0,4.0,4.0
2025/2026,MLS115,Physics- Mathematics - Biostatistics ,MLS,01,PROF,40.0,14.0,0.0,6.0,4.0
2025/2026,MLS116,Clinical Internship 1(immersion) ,MLS,01,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,MLS117,Functional English/ Functional French ,MLS,01,TRANS,30.0,9.0,0.0,6.0,3.0
2025/2026,MLS121,"Anatomy and Physiology 2 - Organic
Chemistry ",MLS,01,FUND,60.0,22.0,0.0,8.0,6.0
2025/2026,MLS122,"General Microbiology 2 - General
Parasitology ",MLS,01,FUND,28.0,6.0,6.0,5.0,3.0
2025/2026,MLS123,Techniques in the laboratory ,MLS,01,PROF,30.0,2.0,10.0,3.0,3.0
2025/2026,MLS124,"IEC 1- General hygiene and hospitable -
Infectious and parasitic diseases ",MLS,01,PROF,62.0,14.0,0.0,14.0,6.0
2025/2026,MLS125,"General pharmacology - Nutrition -
Epidemiology ",MLS,01,PROF,34.0,6.0,0.0,5.0,3.0
2025/2026,MLS126,Clinical Internship 2(immersion) ,MLS,01,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,MLS127,General Economy - Demography ,MLS,01,TRANS,30.0,7.0,0.0,8.0,3.0
2025/2026,MLS231,"IEC2 -Health and Devpmt&Comnity Health/Biosecurity/Quality
management /Envir.Mnagt System",MLS,02,FUND,65.0,20.0,0.0,20.0,7.0
2025/2026,MLS232,Initiation to research ,MLS,02,FUND,20.0,4.0,0.0,6.0,2.0
2025/2026,MLS233,"Clinical haematology 1 - Medical
Entomology - Blood Transfusion/ Quality
Assurance",MLS,02,PROF,40.0,10.0,15.0,10.0,5.0
2025/2026,MLS234,Clinical Biochemistry 1 - Laboratory ,MLS,02,PROF,30.0,6.0,20.0,4.0,4.0
2025/2026,MLS235,Clinical Bacteriology 1 - Laboratory ,MLS,02,PROF,30.0,2.0,10.0,3.0,3.0
2025/2026,MLS236,"Internship of community health
1/Hematology ",MLS,02,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,MLS237,Information and Communication Techniques ,MLS,02,TRANS,30.0,9.0,0.0,6.0,3.0
2025/2026,MLS241,"Clinical Parasitology 1 - Medical Mycology -
Immunology/serology ",MLS,02,FUND,60.0,14.0,8.0,8.0,6.0
2025/2026,MLS242,"The economics of health - a priority program
of health in Cameroon ",MLS,02,FUND,32.0,8.0,0.0,5.0,3.0
2025/2026,MLS243,"Clinical Bacteriology 2 - Clinical Biochemistry
2 - Laboratory ",MLS,02,PROF,30.0,4.0,20.0,6.0,4.0
2025/2026,MLS244,Clinical haematology 2 -The Laboratory ,MLS,02,PROF,15.0,2.0,10.0,3.0,2.0
2025/2026,MLS245,"Clinical Internship
3(parasitology/Immunology) ",MLS,02,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,MLS246,"Clinical Internship 4(serology/
Anapath/Histology ",MLS,02,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,MLS247,"French and English for Medical profession and
Law ",MLS,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,MLS351,"IEC3 - Health Information System - Health
Management ",MLS,03,FUND,60.0,12.0,0.0,18.0,6.0
2025/2026,MLS352,Rédactiondemémoire ,MLS,03,FUND,15.0,0.0,0.0,30.0,3.0
2025/2026,MLS353,"Clinical Parasitology 2 - Clinical
Haematology 3 - Laboratory ",MLS,03,PROF,40.0,8.0,45.0,12.0,7.0
2025/2026,MLS354,"Clinical Bacteriology 3 – Laboratory -
Virology ",MLS,03,PROF,25.0,4.0,10.0,6.0,3.0
2025/2026,MLS355,Analytical Chemistry - Laboratory ,MLS,03,PROF,15.0,4.0,5.0,6.0,2.0
2025/2026,MLS356,Internship of community health 2 ,MLS,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,MLS357,Ethics and Civic education Law ,MLS,03,TRANS,30.0,9.0,0.0,6.0,3.0
2025/2026,MLS361,"Microbiology of the environment - Food
Microbiology ",MLS,03,FUND,50.0,16.0,0.0,9.0,5.0
2025/2026,MLS362,Histopathology –Human Cytology ,MLS,03,FUND,40.0,12.0,0.0,8.0,4.0
2025/2026,MLS363,"Clinical Biochemistry 3 - Clinical
Parasitology 3 - Laboratory ",MLS,03,PROF,20.0,4.0,30.0,6.0,4.0
2025/2026,MLS364,Molecular Biology ,MLS,03,PROF,20.0,6.0,0.0,4.0,2.0
2025/2026,MLS365,Clinical Internship 5(Biochemistry) ,MLS,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,MLS366,Clinical Internship 6(MycoBacteriology) ,MLS,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,MLS367,Professional Ethics &Deontology ,MLS,03,TRANS,10.0,0.0,15.0,20.0,3.0
2025/2026,NUS111,"Anatomy - Physiology I - Cell Biology -
Histology - General Chemistry ",NUS,01,FUND,60.0,24.0,0.0,6.0,6.0
2025/2026,NUS112,"Microbiology I: Bacteriology -
Parasitology - Biochemistry ",NUS,01,FUND,30.0,12.0,0.0,3.0,3.0
2025/2026,NUS113,"Sociology - anthropology and
medical psychology ",NUS,01,PROF,50.0,20.0,0.0,5.0,5.0
2025/2026,NUS114,"The basis of the Science nurse I:
Concepts and Theories in Nursing
Sciences",NUS,01,PROF,44.0,10.0,0.0,6.0,4.0
2025/2026,NUS115,"History of the Nursing profession (life
cycle) ",NUS,01,PROF,36.0,5.0,0.0,4.0,3.0
2025/2026,NUS116,"Clinical Internship I (Medicine –
General Surgery) ",NUS,01,PROF,0.0,0.0,0.0,0.0,6.0
2025/2026,NUS117,Functional French and English ,NUS,01,TRANS,30.0,6.0,0.0,9.0,3.0
2025/2026,NUS121,Anatomy and Physiology II ,NUS,01,FUND,50.0,20.0,0.0,5.0,5.0
2025/2026,NUS122,"Microbiology II (Virology - Mycology -
Immunology) ",NUS,01,FUND,40.0,16.0,0.0,4.0,4.0
2025/2026,NUS123,"Foundations science Nurse II -
approach Nursing care-
Orgztion Care targeted
transmissions-First Aid",NUS,01,PROF,50.0,20.0,0.0,5.0,5.0
2025/2026,NUS124,"Nursing care in medicine 1 - Ethics
and Professional Ethics ",NUS,01,PROF,40.0,13.0,0.0,7.0,4.0
2025/2026,NUS125,"Public health: Epidemiology -
Demography - Environmental Health
and Health Promotion",NUS,01,PROF,30.0,10.0,0.0,5.0,3.0
2025/2026,NUS126,Medicine Course in paediatric I and II ,NUS,01,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,NUS127,"Information and Communication
Techniques - ICT ",NUS,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,NUS231,"Applied Mathematics - Biostatistics -
General biophysical and technology ",NUS,02,FUND,50.0,20.0,0.0,5.0,5.0
2025/2026,NUS232,General pharmacology ,NUS,02,FUND,40.0,16.0,0.0,4.0,4.0
2025/2026,NUS233,"Nursing care in surgery and blood
transfusion - Nursing in Pediatrics and
Child Care",NUS,02,PROF,40.0,10.0,0.0,10.0,4.0
2025/2026,NUS234,"Reproductive health: health mother-child-Obst. care-care to
women suffer. from obst.
patholo. gynec.",NUS,02,PROF,40.0,16.0,0.0,4.0,4.0
2025/2026,NUS235,"Medical pathologies - infectious
diseases and zoonoses, pediatric
pathologies childhood",NUS,02,PROF,40.0,10.0,0.0,10.0,4.0
2025/2026,NUS236,"ClinicalInternship III( obstecrical care :
pre and post natal) ",NUS,02,PROF,0.0,0.0,90.0,0.0,6.0
2025/2026,NUS237,Medical French and English ,NUS,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,NUS241,"Communication for behavior
change(CBC) - Community Health -
Health and Development",NUS,02,FUND,30.0,20.0,0.0,10.0,4.0
2025/2026,NUS242,"Techniques of medical analysis laboratory
- medical imaging techniques ",NUS,02,FUND,25.0,20.0,20.0,10.0,5.0
2025/2026,NUS243,"Obstetrical pathologies
gynecological ",NUS,02,PROF,40.0,15.0,0.0,5.0,4.0
2025/2026,NUS244,"Emergencies - operative Block -
Anesthesiology ",NUS,02,PROF,25.0,15.0,5.0,45.0,0.0
2025/2026,NUS245,"Clinical Pharmacology - Nutrition and
pathologies associated - Alternative
Medicine",NUS,02,PROF,50.0,20.0,0.0,5.0,5.0
2025/2026,NUS246,Clinical Internship (Surgical ward and lab) ,NUS,02,PROF,0.0,0.0,90.0,0.0,6.0
2025/2026,NUS247,"Civic education, Ethics and
Initiation to research ",NUS,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,NUS351,"Medical pathologies - priority health
programs in Cameroon - CCC III ",NUS,03,FUND,40.0,15.0,0.0,5.0,4.0
2025/2026,NUS352,"The economics of health - Hospital
management - system of health
information",NUS,03,FUND,50.0,20.0,0.0,5.0,5.0
2025/2026,NUS353,"Mental Health-Nursing in psychiatry-Nursing in geriatrics-Clinical
Pharmaco.2-Therapeutic
monitoring",NUS,03,PROF,35.0,20.0,0.0,5.0,4.0
2025/2026,NUS354,Nursing care in resuscitation - care to ,NUS,03,PROF,20.0,5.0,0.0,5.0,2.0
2025/2026,NUS355,Internship of Community Health II ,NUS,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,NUS356,"Clinical Internship (Intensive care –
Neuro-geriartry) ",NUS,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,NUS357,"Medical Law - Health at Work - School
Medicine ",NUS,03,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,NUS361,"Technical care of specific 1
(neurology, ophthalmology,
Stomatology, Dermatology - ENT)",NUS,03,FUND,30.0,0.0,40.0,5.0,5.0
2025/2026,NUS362,"Techniques of specific care 2 -
(Urology - Respiratory - Gastro
enterology- cardiology)",NUS,03,FUND,20.0,0.0,35.0,5.0,4.0
2025/2026,NUS363,"Implementation professional situation
1 (MSP 1) ",NUS,03,PROF,40.0,16.0,0.0,4.0,4.0
2025/2026,NUS364,"Implementation professional situation
2 (MSP 2) ",NUS,03,PROF,30.0,10.0,0.0,5.0,3.0
2025/2026,NUS365,"Implementation professional situation
3 (MSP 3) ",NUS,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,NUS366,"Drafting of the research project (work
of End of Studies) ",NUS,03,PROF,50.0,0.0,20.0,5.0,5.0
2025/2026,NUS367,Professional Ethics and Deontology ,NUS,03,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,RES111,Outils scientifique de base I,RES,01,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,RES112,Informatique et Physique I,RES,01,FOND,40.0,15.0,15.0,5.0,5.0
2025/2026,RES113,Telecom I,RES,01,PROF,40.0,20.0,10.0,5.0,5.0
2025/2026,RES114,Electronique I,RES,01,PROF,40.0,20.0,10.0,5.0,5.0
2025/2026,RES115,Electronique de base I,RES,01,PROF,20.0,10.0,10.0,5.0,3.0
2025/2026,RES116,Réseaux I,RES,01,PROF,30.0,10.0,30.0,5.0,5.0
2025/2026,RES117,Anglais et Comptabilité générale,RES,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,RES121,Outils scientifiques de base II,RES,01,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,RES122,Informatique et Physique II,RES,01,FOND,40.0,15.0,15.0,5.0,5.0
2025/2026,RES123,Telecom II,RES,01,PROF,20.0,10.0,10.0,5.0,3.0
2025/2026,RES124,Electronique II,RES,01,PROF,35.0,15.0,20.0,5.0,5.0
2025/2026,RES125,Administration et Sécurité réseaux,RES,01,PROF,35.0,20.0,15.0,5.0,5.0
2025/2026,RES126,Technologie web II,RES,01,PROF,30.0,20.0,20.0,5.0,5.0
2025/2026,RES127,EOE et Techniques d’expression,RES,01,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,RES231,Outils scientifiques de base III,RES,02,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,RES232,Informatique et Physique III,RES,02,FOND,40.0,25.0,5.0,5.0,5.0
2025/2026,RES233,Téléphonie,RES,02,PROF,30.0,10.0,30.0,5.0,5.0
2025/2026,RES234,Telecoms III,RES,02,PROF,35.0,15.0,20.0,5.0,5.0
2025/2026,RES235,Réseaux et Technologies,RES,02,PROF,15.0,10.0,15.0,5.0,3.0
2025/2026,RES236,Administration et Sécurité II,RES,02,PROF,20.0,5.0,45.0,5.0,5.0
2025/2026,RES237,Création entreprise et éducation civique et éthique,RES,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,RES241,Outils scientifiques de base IV,RES,02,FOND,35.0,20.0,0.0,5.0,4.0
2025/2026,RES242,Informatique et Physique IV,RES,02,FOND,40.0,15.0,15.0,5.0,5.0
2025/2026,RES243,Telecoms IV – Réseaux et Veille technologique,RES,02,PROF,35.0,15.0,20.0,5.0,5.0
2025/2026,RES244,Réseaux et Applications,RES,02,PROF,25.0,15.0,15.0,5.0,4.0
2025/2026,RES245,Réseaux mobiles et Sécurité,RES,02,PROF,30.0,15.0,15.0,0.0,4.0
2025/2026,RES246,Stage professionnel,RES,02,PROF,0.0,0.0,0.0,75.0,5.0
2025/2026,RES247,Economie Générale,RES,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,SFM111,Anatomie physiologie 1 – Embryologie - Biologie de la reproduction,SFM,01,FOND,55.0,17.0,4.0,14.0,6.0
2025/2026,SFM112,Puériculture – Nutrition - Diététique,SFM,01,FOND,30.0,6.0,9.0,0.0,3.0
2025/2026,SFM113,"Histoire profession Sages-femmes - Éthique et
déontologie profession. santé-Soins infirmiers de
base",SFM,01,PROF,55.0,17.0,4.0,14.0,6.0
2025/2026,SFM114,"Législation professionnelle – Système national de santé /
Politique de santé – Microbiologie",SFM,01,PROF,30.0,6.0,9.0,0.0,3.0
2025/2026,SFM115,"Pharmacologie générale – Hématologie – Pathologie
générale",SFM,01,PROF,55.0,17.0,4.0,14.0,6.0
2025/2026,SFM116,"Psychologie-sociologie – Éducation pour la santé –
Prévention des infections",SFM,01,PROF,30.0,6.0,9.0,0.0,3.0
2025/2026,SFM117,"Méthodes de travail - Langue officielle 1 - Techniques de
l’information et de la communication 1",SFM,01,TRANS,30.0,6.0,9.0,0.0,3.0
2025/2026,SFM121,"Anatomie et physiologie 2 – Sémiologie - Pharmacologie
spéciale",SFM,01,FOND,55.0,17.0,4.0,14.0,6.0
2025/2026,SFM122,"Techniques de laboratoire – Biochimie –
Parasitologie/Mycologie",SFM,01,FOND,30.0,6.0,9.0,0.0,3.0
2025/2026,SFM123,"Grossesse /Suivi prénatal-Accouchement en
présentation du sommet - Suivi post natal",SFM,01,PROF,40.0,9.0,11.0,0.0,4.0
2025/2026,SFM124,"Communication développement-Éducation à la
vie familiale -Soins de base à la Naissance/Néonatologie",SFM,01,PROF,30.0,6.0,9.0,0.0,3.0
2025/2026,SFM125,"Soins santé primaire – Soins
infirmiers obsté.-Néonat. de base – Hygiène et
assainissem.-Secourisme",SFM,01,PROF,50.0,12.0,13.0,0.0,5.0
2025/2026,SFM126,Stage clinique 1,SFM,01,PROF,90.0,90.0,6.0,0.0,0.0
2025/2026,SFM127,Démarche de soins - Genre - Droits humains,SFM,01,TRANS,30.0,6.0,9.0,0.0,3.0
2025/2026,SFM231,Autres variétés d’accouchement,SFM,02,FOND,20.0,5.0,0.0,5.0,2.0
2025/2026,SFM232,"Dystocies – Pathologies obstétricales - Complications
obstétricales",SFM,02,FOND,66.0,21.0,3.0,15.0,3.0
2025/2026,SFM233,"Méthodes de la recherche –Statistique - Soins infirmiers
avancés",SFM,02,PROF,40.0,9.0,0.0,11.0,4.0
2025/2026,SFM234,Épidémiologie– Démographie–Santé communautaire,SFM,02,PROF,30.0,6.0,0.0,9.0,3.0
2025/2026,SFM235,"Pédiatrie - Vaccination - Techniques avancées en
obstétrique",SFM,02,PROF,50.0,12.0,0.0,13.0,5.0
2025/2026,SFM236,Stage communautaire,SFM,02,PROF,0.0,0.0,90.0,0.0,6.0
2025/2026,SFM237,"Anglais médical/Français médical 1- Techniques de
l’information et de la communication 2",SFM,02,TRANS,24.0,12.0,0.0,9.0,3.0
2025/2026,SFM241,Gynécologie – Soins obstétricaux,SFM,02,FOND,40.0,10.0,0.0,10.0,4.0
2025/2026,SFM242,"Pédiatrie/néonatologie/pathologies nouveau-né –
Pathologies gynécologiques",SFM,02,FOND,46.0,16.0,3.0,10.0,5.0
2025/2026,SFM243,Analgésique en obstétrique - Communication,SFM,02,PROF,40.0,10.0,0.0,10.0,4.0
2025/2026,SFM244,PTME – IST/SIDA,SFM,02,PROF,40.0,10.0,0.0,10.0,4.0
2025/2026,SFM245,Pathologies obstétricales,SFM,02,PROF,35.0,13.0,4.0,8.0,4.0
2025/2026,SFM246,Stage clinique 2,SFM,02,PROF,0.0,0.0,90.0,0.0,6.0
2025/2026,SFM247,"Planification familiale, Initiation à la recherche et
Education civique",SFM,02,TRANS,26.0,11.0,3.0,5.0,3.0
2025/2026,SFM351,"Anthropologie - Santé génésique et droit sexuel -
Toxicologie",SFM,03,FOND,40.0,9.0,0.0,11.0,4.0
2025/2026,SFM352,Anesthésiologie - Réanimation - Infécondité/Infertilité,SFM,03,FOND,50.0,12.0,0.0,13.0,5.0
2025/2026,SFM353,Association grossesse et pathologie PEG,SFM,03,PROF,50.0,5.0,0.0,5.0,4.0
2025/2026,SFM354,Gynécologie et pathologies gynécologiques,SFM,03,PROF,10.0,2.0,0.0,3.0,1.0
2025/2026,SFM355,Urgences obstétricales et néonatales,SFM,03,PROF,10.0,2.0,0.0,3.0,1.0
2025/2026,SFM356,Mise en situation maternité - Stage communautaire,SFM,03,PROF,0.0,0.0,180.0,0.0,12.0
2025/2026,SFM357,Éducation civique et éthique – Langue officielle,SFM,03,TRANS,30.0,7.0,0.0,8.0,3.0
2025/2026,SFM361,"Gérontologie/Gériatrie + IEC 3 – Rédaction
administrative – Psychiatrie/Psychopathologie",SFM,03,FOND,50.0,18.0,3.0,13.0,6.0
2025/2026,SFM362,Imagerie médicale – Assurance qualité - Entreprenariat,SFM,03,FOND,30.0,6.0,0.0,9.0,3.0
2025/2026,SFM363,Économie de la santé – Rédaction de mémoire,SFM,03,PROF,30.0,7.0,0.0,8.0,3.0
2025/2026,SFM364,PCIME,SFM,03,PROF,30.0,6.0,0.0,9.0,3.0
2025/2026,SFM365,Suivi du travail et manœuvre obstétricales,SFM,03,PROF,20.0,5.0,0.0,5.0,2.0
2025/2026,SFM366,Stage (MSP maternité) – Stage (MSP Pédiatrie),SFM,03,PROF,0.0,0.0,150.0,0.0,10.0
2025/2026,SFM367,Anglais médical/Français médical - NTIC,SFM,03,TRANS,30.0,7.0,0.0,8.0,3.0
2025/2026,SIN111,Anatomie – Physiologie I – Biologie cellulaire – Histologie – Chimie générale,SIN,01,FOND,60.0,24.0,0.0,6.0,6.0
2025/2026,SIN112,Microbiologie I : Bactériologie – Parasitologie – Biochimie,SIN,01,FOND,30.0,12.0,0.0,3.0,3.0
2025/2026,SIN113,Sociologie – anthropologie et psychologie médicale,SIN,01,PROF,50.0,20.0,0.0,5.0,5.0
2025/2026,SIN114,"Fondement de la science infirmière I : concepts et
théories en sciences infirmières",SIN,01,PROF,44.0,10.0,0.0,6.0,4.0
2025/2026,SIN115,Histoire de la profession infirmière (cycle de vie),SIN,01,PROF,36.0,5.0,0.0,4.0,3.0
2025/2026,SIN116,Stage clinique I (médecine – pédiatrie),SIN,01,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,SIN117,Français médical – Anglais médical - TIC,SIN,01,TRANS,30.0,6.0,0.0,9.0,3.0
2025/2026,SIN121,Anatomie et physiologie II,SIN,01,FOND,50.0,20.0,0.0,5.0,5.0
2025/2026,SIN122,Microbiologie II (Virologie – Mycologie – Immunologie),SIN,01,FOND,40.0,16.0,0.0,4.0,4.0
2025/2026,SIN123,"Fondements science infirmièreII–Démarche 
soins infirmiers–soins transmissions
ciblées –1ers secours",SIN,01,PROF,50.0,20.0,0.0,5.0,5.0
2025/2026,SIN124,"Soins infirmiers en médecine 1 – Éthique et déontologie
professionnelles",SIN,01,PROF,40.0,13.0,0.0,7.0,4.0
2025/2026,SIN125,"Santé publique : Épidémiologie – Démographie – Santé
environnementale et Promotion de la santé",SIN,01,PROF,30.0,10.0,0.0,5.0,3.0
2025/2026,SIN126,Stage de médecine et pédiatrique II,SIN,01,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,SIN127,Français médical – Anglais médical – TIC II,SIN,01,TRANS,30.0,10.0,0.0,5.0,3.0
