annee,code,libelle,codfil,codniv,codmes,credit,budmin,budisu,codpro1,codpro2,codpro3,codisu,releve,F15
2025/2026,MLS1151,Physics,MLS,01,semestre1,1.0,15.0,12.0,YVFOTSO,,,PHYSICS1,oui,False
2025/2026,MLS1152,Mathematical,MLS,01,semestre1,1.0,15.0,12.0,,,,GENEMATH1,oui,False
2025/2026,MLS1153,Biostatistics,MLS,01,semestre1,2.0,30.0,20.0,FOWAFFO,,,BIOSTATI1,oui,False
2025/2026,MLS1154,History of the nursing profession ,MLS,01,semestre1,1.0,15.0,12.0,ZEEKINLEH,,,HISTORYNU,oui,False
2025/2026,MLS1161,Clinical Internship 1,MLS,01,semestre1,6.0,90.0,60.0,,,,CLININTE1,oui,False
2025/2026,MLS1171,French ,MLS,01,semestre1,3.0,30.0,30.0,KOWELVEDE,,,FRENCH,oui,False
2025/2026,MLS1172,English,MLS,01,semestre1,1.5,22.5,15.0,NCMICHAEL,,,ENGLISH,oui,False
2025/2026,MLS1173,Medical French,MLS,02,semestre2,2.0,30.0,20.0,METSASSE,,,MEDICFREN,oui,False
2025/2026,MLS1211,Anatomy and Physiology 2,MLS,01,semestre2,5.0,75.0,50.0,CATCHUENTE,,,ANATAPHY2,oui,False
2025/2026,MLS1212,Organic Chemistry ,MLS,01,semestre2,1.0,15.0,12.0,RONSOM,,,ORGANCHEM,oui,False
2025/2026,MLS1221,General Microbiology 2,MLS,01,semestre2,1.0,15.0,12.0,CATCHUENTE,,,MICROBIOA2,oui,False
2025/2026,MLS1222,Practical work,MLS,01,semestre2,0.0,0.0,0.0,,,,,non,False
2025/2026,MLS1223,Microbiology II (Virology - Mycology - Immunology),MLS,01,semestre2,4.0,60.0,40.0,CATCHUENTE,RONSOM,CATCHUENTE,MICROBIOA2,oui,False
2025/2026,MLS1231,Technics in the laboratory,MLS,01,semestre2,3.0,45.0,30.0,,,,TECHNLABO,oui,False
2025/2026,MLS1241,IEC 1,MLS,01,semestre2,1.0,15.0,12.0,ZEEKINLEH,,,IEC,oui,False
2025/2026,MLS1242,General hygiene and hospitable,MLS,01,semestre2,2.0,30.0,20.0,,,,GENHYGHOS,oui,False
2025/2026,MLS1243,Infectious and parasitic diseases,MLS,01,semestre2,3.0,45.0,30.0,RONSOM,,,INFPARDES,oui,False
2025/2026,MLS1251,General Pharmacology,MLS,01,semestre2,1.0,15.0,12.0,CATCHUENTE,,,GENERPHAR,oui,False
2025/2026,MLS1252,Nutrition,MLS,01,semestre2,0.5,7.699999809265137,8.0,THNGAKO,,,NUTRIHUMA,oui,False
2025/2026,MLS1253,Epidemiology,MLS,01,semestre2,1.0,15.0,12.0,,,,EPIDEMIOL,oui,False
2025/2026,MLS1261,Clinical Internship 2,MLS,01,semestre2,6.0,90.0,60.0,,,,CLININTE2,oui,False
2025/2026,MLS1271,General Economy,MLS,01,semestre2,2.0,30.0,20.0,,,,GENECONOM,oui,False
2025/2026,MLS1272,Demography,MLS,01,semestre2,1.0,15.0,12.0,,,,DEMGRAPHY,oui,False
2025/2026,MLS1299,General Parasitology,MLS,01,semestre2,3.0,30.0,30.0,MADEYOU,,,PARASITHO,oui,False
2025/2026,MLS1371,Technics of Information and Communication 1,MLS,01,semestre1,0.0,0.0,0.0,,,,COMPUTRAI,oui,False
2025/2026,MLS1372,Concepts and Theories in Nursing Sciences,MLS,01,semestre1,1.0,15.0,12.0,ZEEKINLEH,,,CONTHENUR,oui,False
2025/2026,MLS2133,ICT2,MLS,02,semestre1,1.5,22.5,15.0,HANGOMSI,CHBRUKO,,ICT2,oui,False
2025/2026,MLS2152,Mathematical,MLS,02,semestre1,1.0,15.0,12.0,,,,APPLMATHS,oui,False
2025/2026,MLS2171,French ,MLS,02,semestre1,3.0,30.0,30.0,KOWELVEDE,,,FRENCH,oui,False
2025/2026,MLS2222,Practical work ICT,MLS,02,semestre1,0.0,100.0,100.0,CHBRUKO,,,PRAWORICT,oui,False
2025/2026,MLS2311,IEC 2,MLS,02,semestre2,2.0,30.0,20.0,ZIKOM,,,IEC2,oui,False
2025/2026,MLS2312,Health and Development,MLS,02,semestre1,3.0,45.0,30.0,ZIKOM,,,HEALTHDEV,oui,False
2025/2026,MLS2313,Community health,MLS,02,semestre1,2.0,30.0,20.0,ZEEKINLEH,,,COMMUNITY,oui,False
2025/2026,MLS2314,Quality assurance,MLS,02,semestre1,0.0,0.0,0.0,,,,,oui,False
2025/2026,MLS2315,Biophysique et technologie ,MLS,02,semestre1,1.0,15.0,12.0,YVFOTSO,,,BIOPHYSIC,oui,False
2025/2026,MLS2316,Applied Mathematics,MLS,02,semestre1,2.0,30.0,20.0,FOWAFFO,,,APPLMATHS,oui,False
2025/2026,MLS2321,Research Project,MLS,02,semestre1,0.0,0.0,0.0,,,,,oui,False
2025/2026,MLS2322,Biostatistics I,MLS,02,semestre1,0.0,30.0,25.0,FOWAFFO,,,BIOSTATI1,oui,False
2025/2026,MLS2323,Biostatistics II,MLS,02,semestre1,2.0,30.0,20.0,FOWAFFO,,,BIOSTATI2,oui,False
2025/2026,MLS2324,Medical english,MLS,02,semestre2,2.0,30.0,20.0,ZIKOM,NCMICHAEL,,MEDICENGL,oui,False
2025/2026,MLS2325,General Pharmacology,MLS,02,semestre1,4.0,60.0,40.0,CATCHUENTE,,,GENERPHAR,oui,False
2025/2026,MLS2331,Clinical hematology 1,MLS,02,semestre1,3.0,45.0,30.0,RONSOM,MADZELAFEN,,CLINHEMA1,oui,False
2025/2026,MLS2332,Medical Entomology,MLS,02,semestre2,1.0,15.0,12.0,ZIKOM,CEAWUNGDEH,,MEDICENTO,oui,False
2025/2026,MLS2333,Blood Transfusion,MLS,02,semestre1,1.0,15.0,12.0,DASAIFA,CATCHUENTE,,BLOODTRAN,oui,False
2025/2026,MLS2341,Clinical Biochemistry 1 - Laboratory,MLS,02,semestre1,4.0,60.0,40.0,RONSOM,MADZELAFEN,,CLIBIOCHE1,oui,False
2025/2026,MLS2351,Clinical Bacteriology 1 - Laboratory,MLS,02,semestre1,3.0,45.0,30.0,DASAIFA,RONSOM,,BACTERIOL,oui,False
2025/2026,MLS2361,Internship community health 1,MLS,02,semestre1,6.0,90.0,60.0,,,,,oui,False
2025/2026,MLS2371,Technology of Information and Communication 1,MLS,02,semestre2,1.0,15.0,12.0,ZIKOM,,,TECHNINFC,oui,False
2025/2026,MLS2372,Technique of information and communication 2,MLS,02,semestre1,0.0,0.0,0.0,,,,,oui,False
2025/2026,MLS2373,Methodology of drafting the internship report,MLS,02,semestre1,1.0,15.0,12.0,,,,INTERSHIP,oui,False
2025/2026,MLS2411,Clinical parasitology 1,MLS,02,semestre2,2.0,30.0,20.0,RONSOM,,,CLINPATHO,oui,False
2025/2026,MLS2412,Medical Mycology,MLS,02,semestre2,2.0,30.0,20.0,CATCHUENTE,,,MEDICMYCO,oui,False
2025/2026,MLS2413,Immunology / Serology,MLS,02,semestre2,2.0,30.0,20.0,DASAIFA,,,IMMUNOLOG,oui,False
2025/2026,MLS2421,The economics of health,MLS,02,semestre2,1.0,15.0,12.0,,,,ECONHEALT,oui,False
2025/2026,MLS2422,The priority Program of Health in Cameroon,MLS,02,semestre2,2.0,30.0,20.0,,,,,oui,False
2025/2026,MLS2431,Clinical Bacteriology 2,MLS,02,semestre2,2.0,30.0,20.0,RONSOM,,,,oui,False
2025/2026,MLS2432,Clinical Biochemistry 2,MLS,02,semestre2,2.0,30.0,20.0,MADZELAFEN,,,CLIBIOCHE2,oui,False
2025/2026,MLS2441,Hematology clinic 2 - Laboratory,MLS,02,semestre2,2.0,30.0,20.0,RONSOM,,,HEMATOLOG,oui,False
2025/2026,MLS2451,Clinical Internship 3,MLS,02,semestre1,6.0,90.0,60.0,ZIKOM,,,CLININTER,oui,False
2025/2026,MLS2461,Clinical Internship 4,MLS,02,semestre2,4.0,90.0,40.0,,,,,oui,False
2025/2026,MLS3324,Medical english,MLS,03,semestre2,2.0,30.0,20.0,ZIKOM,NCMICHAEL,,MEDICENGL,oui,False
2025/2026,MLS3511,IEC 3,MLS,03,semestre1,2.0,30.0,20.0,ZIKOM,,,IEC3,oui,False
2025/2026,MLS3512,Health Information System,MLS,03,semestre1,2.0,30.0,20.0,,,,SYSHEAINF,oui,False
2025/2026,MLS3513,Health management,MLS,03,semestre1,2.0,30.0,20.0,ZEEKINLEH,,,HEALMANAG,oui,False
2025/2026,MLS3521,Drafting of end of course research,MLS,03,semestre1,3.0,45.0,30.0,,,,,oui,False
2025/2026,MLS3531,Clinical parasitology 2,MLS,03,semestre1,4.0,60.0,40.0,CEAWUNGDEH,,,CLINPARA2,oui,False
2025/2026,MLS3532,Clinical hematology 3,MLS,03,semestre1,3.0,45.0,30.0,RONSOM,MADZELAFEN,DASAIFA,CLINHEMA3,oui,False
2025/2026,MLS3541,Clinical Bacteriology 3,MLS,03,semestre1,2.0,30.0,20.0,RONSOM,,,CLINBACTE,oui,False
2025/2026,MLS3542,Virology,MLS,03,semestre1,1.0,15.0,12.0,ZIKOM,,,VIRO,oui,False
2025/2026,MLS3551,Analytical Chemistry - laboratory,MLS,03,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,MLS3561,Internship community health 2,MLS,03,semestre1,6.0,90.0,60.0,,,,,oui,False
2025/2026,MLS3571,Ethics and Civic education,MLS,03,semestre1,2.0,30.0,20.0,,,,ETHCIVEDU,oui,False
2025/2026,MLS3572,Labor law,MLS,03,semestre1,1.0,15.0,12.0,XXMOHAMA,,,LABORLAW,oui,False
2025/2026,MLS3573,Administrative Law,MLS,03,semestre1,1.0,15.0,12.0,,,,,oui,False
2025/2026,MLS3574,Civil law,MLS,03,semestre1,1.0,15.0,12.0,,,,,oui,False
2025/2026,MLS3611,Microbiology of the environment,MLS,03,semestre2,3.0,45.0,30.0,,,,MICROENVA,oui,False
2025/2026,MLS3612,Microbiology of food,MLS,03,semestre2,2.0,30.0,20.0,,,,MICROFOOD,oui,False
2025/2026,MLS3621,Histopathology,MLS,03,semestre2,2.0,30.0,20.0,,,,,oui,False
2025/2026,MLS3622,Human cytology,MLS,03,semestre2,2.0,30.0,20.0,,,,,oui,False
2025/2026,MLS3631,Clinical Biochemistry 3,MLS,03,semestre2,2.0,30.0,20.0,,,,,oui,False
2025/2026,MLS3632,Clinical parasitology 3,MLS,03,semestre2,2.0,30.0,20.0,CEAWUNGDEH,,,CLINPARA3,oui,False
2025/2026,MLS3641,Molecular Biology,MLS,03,semestre2,2.0,30.0,20.0,,,,,oui,False
2025/2026,MLS3651,Clinical Internship 5,MLS,03,semestre1,6.0,90.0,60.0,ZIKOM,,,CLININTER,oui,False
2025/2026,MLS3661,Clinical Internship 6,MLS,03,semestre2,6.0,90.0,60.0,,,,,oui,False
2025/2026,MLS3671,Professional Ethics &Deontology,MLS,03,semestre2,1.0,15.0,12.0,,,,,oui,False
2025/2026,NUS1111,Cell Biology - Histology,NUS,01,semestre1,1.0,15.0,12.0,NAMBALIDAM,RONSOM,,CELLBIOLO,oui,False
2025/2026,NUS1112,Anatomy - Physiology I,NUS,01,semestre1,4.0,60.0,40.0,ZIKOM,CATCHUENTE,,ANATAPHY1,oui,False
2025/2026,NUS1113,General Chemistry,NUS,01,semestre1,1.0,15.0,12.0,YVFOTSO,RONSOM,,CHEMISTRY,oui,False
2025/2026,NUS1121,Microbiology - Bacteriology,NUS,01,semestre1,1.0,15.0,12.0,CATCHUENTE,,,MICROBIOA1,oui,False
2025/2026,NUS1122,Parasitology,NUS,01,semestre1,1.0,15.0,12.0,RONSOM,,,PARASITHO,oui,False
2025/2026,NUS1123,Biochemistry,NUS,01,semestre1,1.0,15.0,12.0,RONSOM,MADZELAFEN,,GENBIOCHE,oui,False
2025/2026,NUS1131,Sociology - Anthropology and Psychology ,NUS,01,semestre1,6.0,90.0,60.0,MADZELAFEN,NAMBALIDAM,,SOCANTPHY,oui,False
2025/2026,NUS1133,ICT,NUS,02,semestre1,1.5,22.5,15.0,HANGOMSI,CHBRUKO,,ICT,oui,False
2025/2026,NUS1141,Concepts and Theories in Nursing Sciences,NUS,01,semestre1,2.0,30.0,20.0,ZEEKINLEH,,,CONTHENUR,oui,False
2025/2026,NUS1151,History of the nursing profession ,NUS,01,semestre1,1.0,15.0,12.0,ZEEKINLEH,ZIKOM,,HISTORYNU,oui,False
2025/2026,NUS1152,Life Cycle,NUS,01,semestre1,2.0,30.0,20.0,CEAWUNGDEH,ZEEKINLEH,,LIFECYCLE,oui,False
2025/2026,NUS1161,Clinical internship I (Medicine – General Surgery),NUS,01,semestre1,6.0,900.0,60.0,ZIKOM,,,CLININTE1,oui,False
2025/2026,NUS1171,French ,NUS,01,semestre1,3.0,30.0,30.0,LEATANGANA,KOWELVEDE,,FRENCH,oui,False
2025/2026,NUS1172,English,NUS,01,semestre1,1.5,22.5,15.0,NCMICHAEL,,,ENGLISH,oui,False
2025/2026,NUS1173,Medical French,NUS,02,semestre2,2.0,30.0,20.0,METSASSE,,,MEDICFREN,oui,False
2025/2026,NUS1211,Cardiovascular System,NUS,01,semestre2,5.0,75.0,50.0,,,,,oui,False
2025/2026,NUS1212,Respiratory system,NUS,01,semestre2,1.0,15.0,12.0,,,,,oui,False
2025/2026,NUS1213,Digestive system,NUS,01,semestre2,1.0,15.0,12.0,,,,,oui,False
2025/2026,NUS1214,Genito-urinary system (woman-man),NUS,01,semestre2,2.0,30.0,20.0,,,,,oui,False
2025/2026,NUS1221,Microbiology II (Virology - Mycology - Immunology),NUS,01,semestre2,4.0,60.0,40.0,CATCHUENTE,RONSOM,CATCHUENTE,MICROBIOA2,oui,False
2025/2026,NUS1231,Approach of care,NUS,01,semestre2,1.0,15.0,12.0,,,,APPROCHCA,oui,False
2025/2026,NUS1232,Planning care ,NUS,01,semestre2,2.0,30.0,20.0,ZEEKINLEH,,,PLANNCARE,oui,False
2025/2026,NUS1233,First aid,NUS,01,semestre2,2.0,30.0,20.0,ZIKOM,,,FIRSTAID1,oui,False
2025/2026,NUS1241,Care in Medicine,NUS,01,semestre2,2.0,30.0,20.0,ZEEKINLEH,,,NURSINCAR,oui,False
2025/2026,NUS1242,Ethics and Professional Deontology,NUS,01,semestre2,2.0,30.0,20.0,MADZELAFEN,,,ETHMEDDEO,oui,False
2025/2026,NUS1251,Epidemiology,NUS,01,semestre2,1.0,15.0,12.0,CATCHUENTE,,,EPIDEMIOL,oui,False
2025/2026,NUS1252,Demography,NUS,01,semestre2,0.5,7.5,8.0,CATCHUENTE,,,DEMGRAPHY,oui,False
2025/2026,NUS1253,Environmental Health,NUS,01,semestre2,1.5,22.5,15.0,CATCHUENTE,,,ENVIRHEAL,oui,False
2025/2026,NUS1261,Medicine Course in paediatric II,NUS,01,semestre2,6.0,90.0,60.0,,,,MEDCOUPE2,oui,False
2025/2026,NUS1271,Technics of Information and Communication 1,NUS,01,semestre2,1.0,15.0,12.0,,,,TECHNINFC,oui,False
2025/2026,NUS1272,Technics of information and communication 2,NUS,01,semestre2,1.0,15.0,12.0,,,,TECINFCO2,oui,False
2025/2026,NUS1273,Biostatistics,NUS,01,semestre1,1.0,15.0,10.0,FOWAFFO,,,BIOSTATI1,oui,False
2025/2026,NUS1323,Academic project,NUS,01,semestre1,3.0,45.0,30.0,JOKAMGA,,,PROJACADE,oui,False
2025/2026,NUS1373,Methodology of drafting the internship report,NUS,01,semestre1,1.0,15.0,12.0,,,,INTERSHIP,oui,False
2025/2026,NUS1374,Medical english,NUS,01,semestre1,2.0,30.0,20.0,ZIKOM,NCMICHAEL,,MEDICENGL,oui,False
2025/2026,NUS2133,ICT2,NUS,02,semestre1,1.5,22.5,15.0,HANGOMSI,CHBRUKO,,ICT2,oui,False
2025/2026,NUS2171,French ,NUS,02,semestre1,3.0,30.0,30.0,LEATANGANA,KOWELVEDE,,FRENCH,oui,False
2025/2026,NUS2172,English ,NUS,02,semestre1,1.0,15.0,12.0,ZIKOM,NCMICHAEL,,MEDICENGL,oui,False
2025/2026,NUS2222,Practical work ICT,NUS,02,semestre1,0.0,100.0,100.0,CHBRUKO,,,PRAWORICT,oui,False
2025/2026,NUS2272,Technique of information and communication 2,NUS,02,semestre2,1.0,15.0,12.0,,,,TECHNINFC,oui,False
2025/2026,NUS2311,Applied Mathematics,NUS,02,semestre1,2.0,30.0,20.0,FOWAFFO,,,APPLMATHS,oui,False
2025/2026,NUS2312,Biostatistics ,NUS,02,semestre1,2.0,30.0,20.0,FOWAFFO,,,BIOSTATI1,oui,False
2025/2026,NUS2313,Biophysics and technology,NUS,02,semestre1,1.0,15.0,12.0,OLLEKEFACK,YVFOTSO,,BIOPHYSIC,oui,False
2025/2026,NUS2314,IEC 2,NUS,02,semestre1,2.0,30.0,20.0,ZIKOM,,,IEC2,oui,False
2025/2026,NUS2321,General Pharmacology,NUS,02,semestre1,4.0,60.0,40.0,CATCHUENTE,,,GENERPHAR,oui,False
2025/2026,NUS2331,Care in surgery,NUS,02,semestre1,1.0,15.0,12.0,ZIKOM,NAMBALIDAM,,CAREINSUR,oui,False
2025/2026,NUS2332,Blood transfusion,NUS,02,semestre1,0.5,7.5,8.0,DASAIFA,CATCHUENTE,,BLOODTRAN,oui,False
2025/2026,NUS2333,Care in Pediatrics,NUS,02,semestre1,1.0,15.0,12.0,ZEEKINLEH,ZIKOM,,CAREPEDIAT,oui,False
2025/2026,NUS2334,Child care,NUS,02,semestre1,0.5,7.5,8.0,ZEEKINLEH,DASAIFA,,CHIDCARE,oui,False
2025/2026,NUS2335,Obstetrical care and gynecologic,NUS,02,semestre1,1.0,15.0,12.0,ZEEKINLEH,,,OBSTETGEN,oui,False
2025/2026,NUS2341,Family Planning (FP),NUS,02,semestre1,0.5,7.5,8.0,,,,,oui,False
2025/2026,NUS2342,Intrapartum Care,NUS,02,semestre1,0.5,7.5,8.0,ZEEKINLEH,,,INTPARTU2,oui,False
2025/2026,NUS2343,Post-partum care to,NUS,02,semestre1,0.5,7.5,8.0,ZEEKINLEH,CEAWUNGDEH,,POSPARTU2,oui,False
2025/2026,NUS2344,Care of new-born,NUS,02,semestre1,0.5,7.5,8.0,ZEEKINLEH,MADZELAFEN,,CARNEWBOR,oui,False
2025/2026,NUS2345,Breast-feeding,NUS,02,semestre1,0.5,7.5,8.0,MADZELAFEN,ZEEKINLEH,,BREASTFEE,oui,False
2025/2026,NUS2346,Artificial feeding,NUS,02,semestre1,0.5,7.5,8.0,ZEEKINLEH,ZIKOM,,ARTIFEEDI,oui,False
2025/2026,NUS2347,Gynecological Care,NUS,02,semestre1,1.0,15.0,12.0,ZEEKINLEH,CATCHUENTE,,GYNCOLCAR,oui,False
2025/2026,NUS2351,Infectious diseases and parasitic diseases,NUS,02,semestre1,2.0,30.0,20.0,ZEEKINLEH,,,INFPARDES,oui,False
2025/2026,NUS2352,Infectious pathology localized,NUS,02,semestre1,0.5,7.5,8.0,ZIKOM,CEAWUNGDEH,,INFPATLOC,oui,False
2025/2026,NUS2353,Surgical pathologies,NUS,02,semestre1,0.5,7.5,8.0,ZIKOM,,,SURGPATHO,oui,False
2025/2026,NUS2354,Pathologies by system,NUS,02,semestre1,1.0,15.0,12.0,MADZELAFEN,NAMBALIDAM,,PATHOLOGI,oui,False
2025/2026,NUS2361,Clinical internship III,NUS,02,semestre1,6.0,90.0,60.0,ZIKOM,,,CLININTER,oui,False
2025/2026,NUS2373,Methodology of drafting the internship report,NUS,02,semestre1,1.0,15.0,12.0,YODIAPNADA,,,METDRAINT,oui,False
2025/2026,NUS2374,Medical english,NUS,02,semestre1,2.0,30.0,20.0,ZIKOM,NCMICHAEL,,MEDICENGL,oui,False
2025/2026,NUS2411,Communication for behavior change II,NUS,02,semestre1,1.0,15.0,12.0,ZIKOM,,,COMMUBEH2,oui,False
2025/2026,NUS2412,Community health,NUS,02,semestre2,2.0,30.0,20.0,ZEEKINLEH,,,COMMUNITY,oui,False
2025/2026,NUS2413,Health and Development,NUS,02,semestre2,1.0,15.0,12.0,ZIKOM,,,HEALTHDEV,oui,False
2025/2026,NUS2421,Laboratory Techniques,NUS,02,semestre2,1.0,15.0,12.0,,,,,oui,False
2025/2026,NUS2422,Medical Imaging,NUS,02,semestre2,1.0,15.0,12.0,,,,MEDIMAGIG,oui,False
2025/2026,NUS2431,Obstetrical pathologies,NUS,02,semestre2,3.0,45.0,30.0,,,,OBSTRPATH,oui,False
2025/2026,NUS2432,Gynecological pathologies,NUS,02,semestre2,2.0,30.0,20.0,CATCHUENTE,,,GYNEPATHO,oui,False
2025/2026,NUS2441,Nursing care to emergencies,NUS,02,semestre2,1.0,15.0,12.0,,,,NUSCAREME,oui,False
2025/2026,NUS2442,Nursing care to the block operator,NUS,02,semestre2,2.0,30.0,20.0,,,,NUSCAROPR,oui,False
2025/2026,NUS2443,Nursing care in anesthesia,NUS,02,semestre2,1.0,15.0,12.0,,,,NUSCARASE,oui,False
2025/2026,NUS2451,Clinical Pharmacology,NUS,02,semestre2,4.0,60.0,40.0,,,,,oui,False
2025/2026,NUS2452,Human Nutrition and pathologies associated,NUS,02,semestre2,2.0,30.0,20.0,,,,HUMNUTPAT,oui,False
2025/2026,NUS2461,Clinical internship IV,NUS,02,semestre2,6.0,90.0,60.0,,,,,oui,False
2025/2026,NUS2471,Ethics and Civic education,NUS,02,semestre2,2.0,30.0,20.0,,,,,oui,False
2025/2026,NUS2472,Initiation to research,NUS,02,semestre2,1.0,15.0,12.0,,,,,oui,False
2025/2026,NUS2473,Construction of a Research proposal- Background,NUS,02,semestre2,0.0,30.0,24.0,,,,,oui,False
2025/2026,NUS3272,Technologie of information and communication 2,NUS,03,semestre2,1.0,15.0,12.0,HANGOMSI,,,COMPUTRAI,oui,False
2025/2026,NUS3373,Methodology of drafting the internship report,NUS,03,semestre1,1.0,15.0,12.0,YODIAPNADA,,,METDRAINT,oui,False
2025/2026,NUS3511,The health programs in Cameroon ,NUS,03,semestre1,2.0,30.0,20.0,ZIKOM,,,PRIOHEATH,oui,False
2025/2026,NUS3512,CBC III (Communication for behavior change (III),NUS,03,semestre1,2.0,30.0,20.0,ZIKOM,CATCHUENTE,,CBC3,oui,False
2025/2026,NUS3521,The economics of health,NUS,03,semestre1,2.0,30.0,20.0,ZIKOM,ZEEKINLEH,,ECONHEALT,oui,False
2025/2026,NUS3522,Hospital management,NUS,03,semestre1,2.0,30.0,20.0,MADZELAFEN,ZEEKINLEH,,HOSPITMAN,oui,False
2025/2026,NUS3523,Health Information System,NUS,03,semestre1,1.0,15.0,12.0,ZIKOM,,,SYSHEAINF,oui,False
2025/2026,NUS3531,Mental health and Nursing care in psychiatry,NUS,03,semestre1,1.0,15.0,12.0,CATCHUENTE,ZIKOM,,MENTALHEA,oui,False
2025/2026,NUS3532,Geriatrics and care for the elderly,NUS,03,semestre1,1.0,15.0,12.0,ZEEKINLEH,,,GERIANUSI,oui,False
2025/2026,NUS3533,Clinical Pharmacology,NUS,03,semestre1,1.0,15.0,12.0,MADZELAFEN,ZEEKINLEH,,CLINPHARMA,oui,False
2025/2026,NUS3534,Therapeutic monitoring,NUS,03,semestre1,2.0,30.0,20.0,ZIKOM,,,THERAMONI,oui,False
2025/2026,NUS3539,Clinical experience,NUS,03,semestre1,1.0,15.0,12.0,ZIKOM,,,CLINEXPER,oui,False
2025/2026,NUS3541,Resuscitation,NUS,03,semestre1,1.0,15.0,12.0,ZIKOM,ZEEKINLEH,,PERSONRES,oui,False
2025/2026,NUS3542,Care of Persons with Disabilities Special,NUS,03,semestre1,2.0,30.0,20.0,CATCHUENTE,ZEEKINLEH,,PERSONDIS,oui,False
2025/2026,NUS3551,Internship Community Health II,NUS,03,semestre2,6.0,90.0,60.0,THTCHATCHOUA,,,COMMUNITY,oui,False
2025/2026,NUS3561,Internship of clinical health V,NUS,03,semestre1,6.0,90.0,60.0,THTCHATCHOUA,,,INTCLIHEA,oui,False
2025/2026,NUS3571,Elements of labor law,NUS,03,semestre2,1.0,15.0,12.0,AGNERRIS,,,LABORLAW,oui,False
2025/2026,NUS3572,The elements of health at work,NUS,03,semestre1,1.0,15.0,12.0,ZEEKINLEH,ZIKOM,,ELEHEAWOR,oui,False
2025/2026,NUS3573,Elements of school medicine,NUS,03,semestre1,1.0,15.0,12.0,YODIAPNADA,ZEEKINLEH,CATCHUENTE,SCHOMEDEC,oui,False
2025/2026,NUS3574,Labor law,NUS,03,semestre1,1.0,15.0,12.0,XXMOHAMA,,,LABORLAW,oui,False
2025/2026,NUS3611,Technics of specific care 1,NUS,03,semestre2,5.0,75.0,50.0,ZIKOM,CATCHUENTE,,TECHCASPE,oui,False
2025/2026,NUS3621,Technics of specific care 2,NUS,03,semestre2,4.0,60.0,40.0,CATCHUENTE,ZIKOM,,TECHCARPE,oui,False
2025/2026,NUS3624,Medical english,NUS,03,semestre2,2.0,30.0,20.0,ZIKOM,NCMICHAEL,,MEDICENGL,oui,False
2025/2026,NUS3631,Implementation in the Professional Situation 1,NUS,03,semestre2,4.0,60.0,40.0,ZEEKINLEH,,,IMPPROSIT,oui,False
2025/2026,NUS3641,Implementation in the professional situation 2,NUS,03,semestre2,3.0,45.0,30.0,CATCHUENTE,,,IMPLEMENT,oui,False
2025/2026,NUS3651,Implementation in the professional situation 3,NUS,03,semestre2,6.0,90.0,60.0,ZIKOM,,,IMPLEMEN3,oui,False
2025/2026,NUS3652,School Medecine,NUS,03,semestre2,1.0,15.0,12.0,ZEEKINLEH,,,SCHOMEDEC,oui,False
2025/2026,NUS3661,Drafting of the research project,NUS,03,semestre2,5.0,75.0,50.0,CATCHUENTE,,,DAVRESPRO,oui,False
2025/2026,NUS3671,Professional ethics and deontology ,NUS,03,semestre2,1.0,30.0,12.0,ZIKOM,,,ETHMEDDEO,oui,False
2025/2026,NUS3672,ANGLAIS,NUS,03,semestre2,1.0,15.0,12.0,AGNERRIS,,,ANGLAMEDI,oui,False
2025/2026,PRESES001,Préparation session normale,BTSET,01,semestre1,0.0,99.0,99.0,ADMINISTRA,,,PRESESNOR,non,False
2025/2026,QMA1111,General mathematics I,QMA,01,semestre1,3.0,45.0,30.0,,,,,oui,False
2025/2026,QMA1112,General computing I,QMA,01,semestre1,2.0,30.0,20.0,HANGOMSI,,,GENECOMP1,oui,False
2025/2026,QMA1121,Financial mathematics,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1122,Statistics,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1131,Introduction to logistics,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1132,Introduction to the quality,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1141,Management of stocks,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1142,Characterization of a production system,QMA,01,semestre1,4.0,60.0,40.0,,,,,oui,False
2025/2026,QMA1151,"HSE, Sustainable development and RSE",QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1152,Typology of products and processes,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1161,Industrialization ,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1162,Eco-design,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1171,French expression,QMA,01,semestre1,1.0,15.0,12.0,,,,,oui,False
2025/2026,QMA1172,Principales of economics,QMA,01,semestre1,2.0,30.0,20.0,,,,,oui,False
2025/2026,QMA1211,General mathematics II,QMA,01,semestre2,3.0,45.0,30.0,,,,,oui,False
2025/2026,QMA1212,General computing II,QMA,01,semestre2,2.0,30.0,20.0,HANGOMSI,,,GENECOMP2,oui,False
2025/2026,QMA1221,Financial mathematics II,QMA,01,semestre2,2.0,30.0,20.0,,,,,oui,False
